country,year,reg_4state,sec_reg_name
"Jamaica",2005,"Central Bank/Multiple Specialised","FSA"
"Jamaica",2006,"Central Bank/Multiple Specialised","FSA"
"Japan",1987,"Central Bank/MoF","Neither"
"Japan",1988,"Central Bank/MoF","Neither"
"Japan",1989,"Central Bank/MoF","Neither"
"Japan",1990,"Central Bank/MoF","Neither"
"Japan",1991,"Central Bank/MoF","Neither"
"Japan",1992,"Central Bank/MoF","Neither"
"Japan",1993,"Central Bank/MoF","Neither"
"Japan",1994,"Central Bank/MoF","Neither"
"Japan",1995,"Central Bank/MoF","Neither"
"Japan",1996,"Central Bank/MoF","Neither"
"Japan",1997,"Central Bank/MoF","Neither"
"Japan",1998,"Central Bank/MoF","Neither"
"Japan",1999,"Central Bank/MoF","Neither"
"Japan",2000,"Single Specialised","FSA"
"Japan",2001,"Single Specialised","FSA"
"Japan",2002,"Single Specialised","FSA"
"Japan",2003,"Single Specialised","FSA"
"Japan",2004,"Single Specialised","FSA"
"Japan",2005,"Single Specialised","FSA"
"Japan",2006,"Single Specialised","FSA"
"Jordan",1987,"Central Bank/MoF","Neither"
"Jordan",1988,"Central Bank/MoF","Neither"
"Jordan",1989,"Central Bank/MoF","Neither"
"Jordan",1990,"Central Bank/MoF","Neither"
"Jordan",1991,"Central Bank/MoF","Neither"
"Jordan",1992,"Central Bank/MoF","Neither"
"Jordan",1993,"Central Bank/MoF","Neither"
"Jordan",1994,"Central Bank/MoF","Neither"
"Jordan",1995,"Central Bank/MoF","Neither"
"Jordan",1996,"Central Bank/MoF","Neither"
"Jordan",1997,"Central Bank/Multiple Specialised","SEC"
"Jordan",1998,"Central Bank/Multiple Specialised","SEC"
"Jordan",1999,"Central Bank/Multiple Specialised","SEC"
"Jordan",2000,"Central Bank/Multiple Specialised","SEC"
"Jordan",2001,"Central Bank/Multiple Specialised","SEC"
"Jordan",2002,"Central Bank/Multiple Specialised","SEC"
"Jordan",2003,"Central Bank/Multiple Specialised","SEC"
"Jordan",2004,"Central Bank/Multiple Specialised","SEC"
"Jordan",2005,"Central Bank/Multiple Specialised","SEC"
"Jordan",2006,"Central Bank/Multiple Specialised","SEC"
"Kenya",1987,"Central Bank/MoF","Neither"
"Kenya",1988,"Central Bank/MoF","Neither"
"Kenya",1989,"Central Bank/MoF","Neither"
"Kenya",1990,"Central Bank/MoF","Neither"
"Kenya",1991,"Central Bank/MoF","Neither"
"Kenya",1992,"Central Bank/MoF","Neither"
"Kenya",1993,"Central Bank/MoF","Neither"
"Kenya",1994,"Central Bank/MoF","Neither"
"Kenya",1995,"Central Bank/MoF","Neither"
"Kenya",1996,"Central Bank/MoF","Neither"
"Kenya",1997,"Central Bank/MoF","Neither"
"Kenya",1998,"Central Bank/MoF","Neither"
"Kenya",1999,"Central Bank/MoF","Neither"
"Kenya",2000,"Central Bank/MoF","Neither"
"Kenya",2001,"Central Bank/MoF","Neither"
"Kenya",2002,"Central Bank/MoF","Neither"
"Kenya",2003,"Central Bank/MoF","Neither"
"Kenya",2004,"Central Bank/MoF","Neither"
"Kenya",2005,"Central Bank/MoF","Neither"
"Kenya",2006,"Central Bank/MoF","Neither"
"Korea",1987,"Central Bank/MoF","Neither"
"Korea",1988,"Central Bank/MoF","Neither"
"Korea",1989,"Central Bank/MoF","Neither"
"Korea",1990,"Central Bank/MoF","Neither"
"Korea",1991,"Central Bank/MoF","Neither"
"Korea",1992,"Central Bank/MoF","Neither"
"Korea",1993,"Central Bank/MoF","Neither"
"Korea",1994,"Central Bank/MoF","Neither"
"Korea",1995,"Central Bank/MoF","Neither"
"Korea",1996,"Central Bank/MoF","Neither"
"Korea",1997,"Single Specialised","FSA"
"Korea",1998,"Single Specialised","FSA"
"Korea",1999,"Single Specialised","FSA"
"Korea",2000,"Single Specialised","FSA"
"Korea",2001,"Single Specialised","FSA"
"Korea",2002,"Single Specialised","FSA"
"Korea",2003,"Single Specialised","FSA"
"Korea",2004,"Single Specialised","FSA"
"Korea",2005,"Single Specialised","FSA"
"Korea",2006,"Single Specialised","FSA"
"Latvia",1991,"Central Bank/MoF","Neither"
"Latvia",1992,"Central Bank/MoF","Neither"
"Latvia",1993,"Central Bank/MoF","Neither"
"Latvia",1994,"Central Bank/MoF","Neither"
"Latvia",1995,"Central Bank/MoF","Neither"
"Latvia",1996,"Central Bank/MoF","Neither"
"Latvia",1997,"Central Bank/MoF","Neither"
"Latvia",1998,"Central Bank/MoF","Neither"
"Latvia",1999,"Central Bank/MoF","Neither"
"Latvia",2000,"Central Bank/MoF","Neither"
"Latvia",2001,"Single Specialised","Neither"
"Latvia",2002,"Single Specialised","Neither"
"Latvia",2003,"Single Specialised","Neither"
"Latvia",2004,"Single Specialised","Neither"
"Latvia",2005,"Single Specialised","Neither"
"Latvia",2006,"Single Specialised","Neither"
"Lithuania",1991,"Central Bank/MoF","Neither"
"Lithuania",1992,"Central Bank/MoF","Neither"
"Lithuania",1993,"Central Bank/MoF","Neither"
"Lithuania",1994,"Central Bank/Multiple Specialised","SEC"
"Lithuania",1995,"Central Bank/Multiple Specialised","SEC"
"Lithuania",1996,"Central Bank/Multiple Specialised","SEC"
"Lithuania",1997,"Central Bank/Multiple Specialised","SEC"
"Lithuania",1998,"Central Bank/Multiple Specialised","SEC"
"Lithuania",1999,"Central Bank/Multiple Specialised","SEC"
"Lithuania",2000,"Central Bank/Multiple Specialised","SEC"
"Lithuania",2001,"Central Bank/Multiple Specialised","SEC"
"Lithuania",2002,"Central Bank/Multiple Specialised","SEC"
"Lithuania",2003,"Central Bank/Multiple Specialised","SEC"
"Lithuania",2004,"Central Bank/Multiple Specialised","SEC"
"Lithuania",2005,"Central Bank/Multiple Specialised","SEC"
"Lithuania",2006,"Central Bank/Multiple Specialised","SEC"
"Luxembourg",1987,"Central Bank/MoF","Neither"
"Luxembourg",1988,"Central Bank/MoF","Neither"
"Luxembourg",1989,"Central Bank/MoF","Neither"
"Luxembourg",1990,"Central Bank/MoF","Neither"
"Luxembourg",1991,"Central Bank/MoF","Neither"
"Luxembourg",1992,"Central Bank/MoF","Neither"
"Luxembourg",1993,"Central Bank/MoF","Neither"
"Luxembourg",1994,"Central Bank/MoF","Neither"
"Luxembourg",1995,"Central Bank/MoF","Neither"
"Luxembourg",1996,"Central Bank/MoF","Neither"
"Luxembourg",1997,"Central Bank/MoF","Neither"
"Luxembourg",1998,"Central Bank/MoF","Neither"
"Luxembourg",1999,"Central Bank/MoF","Neither"
"Luxembourg",2000,"Central Bank/MoF","Neither"
"Luxembourg",2001,"Central Bank/MoF","Neither"
"Luxembourg",2002,"Central Bank/MoF","Neither"
"Luxembourg",2003,"Central Bank/MoF","Neither"
"Luxembourg",2004,"Central Bank/MoF","Neither"
"Luxembourg",2005,"Central Bank/MoF","Neither"
"Luxembourg",2006,"Central Bank/MoF","Neither"
"Macedonia",1992,"Central Bank/Multiple Specialised","SEC"
"Macedonia",1993,"Central Bank/Multiple Specialised","SEC"
"Macedonia",1994,"Central Bank/Multiple Specialised","SEC"
"Macedonia",1995,"Central Bank/Multiple Specialised","SEC"
"Macedonia",1996,"Central Bank/Multiple Specialised","SEC"
"Macedonia",1997,"Central Bank/Multiple Specialised","SEC"
"Macedonia",1998,"Central Bank/Multiple Specialised","SEC"
"Macedonia",1999,"Central Bank/Multiple Specialised","SEC"
"Macedonia",2000,"Central Bank/Multiple Specialised","SEC"
"Macedonia",2001,"Central Bank/Multiple Specialised","SEC"
"Macedonia",2002,"Central Bank/Multiple Specialised","SEC"
"Macedonia",2003,"Central Bank/Multiple Specialised","SEC"
"Macedonia",2004,"Central Bank/Multiple Specialised","SEC"
"Macedonia",2005,"Central Bank/Multiple Specialised","SEC"
"Macedonia",2006,"Central Bank/Multiple Specialised","SEC"
"Malawi",1987,"Central Bank/MoF","Neither"
"Malawi",1988,"Central Bank/MoF","Neither"
"Malawi",1989,"Central Bank/MoF","Neither"
"Malawi",1990,"Central Bank/MoF","Neither"
"Malawi",1991,"Central Bank/MoF","Neither"
"Malawi",1992,"Central Bank/MoF","Neither"
"Malawi",1993,"Central Bank/MoF","Neither"
"Malawi",1994,"Central Bank/MoF","Neither"
"Malawi",1995,"Central Bank/MoF","Neither"
"Malawi",1996,"Central Bank/MoF","Neither"
"Malawi",1997,"Central Bank/MoF","Neither"
"Malawi",1998,"Central Bank/MoF","Neither"
"Malawi",1999,"Central Bank/MoF","Neither"
"Malawi",2000,"Central Bank/MoF","Neither"
"Malawi",2001,"Central Bank/MoF","Neither"
"Malawi",2002,"Central Bank/MoF","Neither"
"Malawi",2003,"Central Bank/MoF","Neither"
"Malawi",2004,"Central Bank/MoF","Neither"
"Malawi",2005,"Central Bank/MoF","Neither"
"Malawi",2006,"Central Bank/MoF","Neither"
"Malaysia",1987,"Central Bank/MoF","Neither"
"Malaysia",1988,"Central Bank/MoF","Neither"
"Malaysia",1989,"Central Bank/MoF","Neither"
"Malaysia",1990,"Central Bank/MoF","Neither"
"Malaysia",1991,"Central Bank/MoF","Neither"
"Malaysia",1992,"Central Bank/MoF","Neither"
"Malaysia",1993,"Multiple Specialised","SEC"
"Malaysia",1994,"Multiple Specialised","SEC"
"Malaysia",1995,"Multiple Specialised","SEC"
"Malaysia",1996,"Multiple Specialised","SEC"
"Malaysia",1997,"Multiple Specialised","SEC"
"Malaysia",1998,"Multiple Specialised","SEC"
"Malaysia",1999,"Multiple Specialised","SEC"
"Malaysia",2000,"Multiple Specialised","SEC"
"Malaysia",2001,"Multiple Specialised","SEC"
"Malaysia",2002,"Multiple Specialised","SEC"
"Malaysia",2003,"Multiple Specialised","SEC"
"Malaysia",2004,"Multiple Specialised","SEC"
"Malaysia",2005,"Multiple Specialised","SEC"
"Malaysia",2006,"Multiple Specialised","SEC"
"Malta",1987,"Central Bank/MoF","Neither"
"Malta",1988,"Central Bank/MoF","Neither"
"Malta",1989,"Central Bank/MoF","Neither"
"Malta",1990,"Central Bank/MoF","Neither"
"Malta",1991,"Central Bank/MoF","Neither"
"Malta",1992,"Central Bank/MoF","Neither"
"Malta",1993,"Central Bank/MoF","Neither"
"Malta",1994,"Central Bank/MoF","Neither"
"Malta",1995,"Central Bank/MoF","Neither"
"Malta",1996,"Central Bank/MoF","Neither"
"Malta",1997,"Central Bank/MoF","Neither"
"Malta",1998,"Central Bank/MoF","Neither"
"Malta",1999,"Central Bank/MoF","Neither"
"Malta",2000,"Central Bank/MoF","Neither"
"Malta",2001,"Central Bank/MoF","Neither"
"Malta",2002,"Single Specialised","FSA"
"Malta",2003,"Single Specialised","FSA"
"Malta",2004,"Single Specialised","FSA"
"Malta",2005,"Single Specialised","FSA"
"Malta",2006,"Single Specialised","FSA"
"Mexico",1987,"Multiple Specialised","Neither"
"Mexico",1988,"Multiple Specialised","Neither"
"Mexico",1989,"Multiple Specialised","Neither"
"Mexico",1990,"Multiple Specialised","Neither"
"Mexico",1991,"Multiple Specialised","Neither"
"Mexico",1992,"Multiple Specialised","Neither"
"Mexico",1993,"Multiple Specialised","Neither"
"Mexico",1994,"Multiple Specialised","Neither"
"Mexico",1995,"Multiple Specialised","Neither"
"Mexico",1996,"Multiple Specialised","Neither"
"Mexico",1997,"Multiple Specialised","Neither"
"Mexico",1998,"Multiple Specialised","Neither"
"Mexico",1999,"Single Specialised","Neither"
"Mexico",2000,"Single Specialised","Neither"
"Mexico",2001,"Single Specialised","Neither"
"Mexico",2002,"Single Specialised","Neither"
"Mexico",2003,"Single Specialised","Neither"
"Mexico",2004,"Single Specialised","Neither"
"Mexico",2005,"Single Specialised","Neither"
"Mexico",2006,"Single Specialised","Neither"
"Morocco",1987,"Central Bank/MoF","Neither"
"Morocco",1988,"Central Bank/MoF","Neither"
"Morocco",1989,"Central Bank/MoF","Neither"
"Morocco",1990,"Central Bank/MoF","Neither"
"Morocco",1991,"Central Bank/MoF","Neither"
"Morocco",1992,"Central Bank/MoF","Neither"
"Morocco",1993,"Central Bank/Multiple Specialised","Neither"
"Morocco",1994,"Central Bank/Multiple Specialised","Neither"
"Morocco",1995,"Central Bank/Multiple Specialised","Neither"
"Morocco",1996,"Central Bank/Multiple Specialised","Neither"
"Morocco",1997,"Central Bank/Multiple Specialised","Neither"
"Morocco",1998,"Central Bank/Multiple Specialised","Neither"
"Morocco",1999,"Central Bank/Multiple Specialised","Neither"
"Morocco",2000,"Central Bank/Multiple Specialised","Neither"
"Morocco",2001,"Central Bank/Multiple Specialised","Neither"
"Morocco",2002,"Central Bank/Multiple Specialised","Neither"
"Morocco",2003,"Central Bank/Multiple Specialised","Neither"
"Morocco",2004,"Central Bank/Multiple Specialised","Neither"
"Morocco",2005,"Central Bank/Multiple Specialised","Neither"
"Morocco",2006,"Central Bank/Multiple Specialised","Neither"
"Netherlands",1987,"Central Bank/MoF","Neither"
"Netherlands",1988,"Central Bank/MoF","Neither"
"Netherlands",1989,"Central Bank/MoF","Neither"
"Netherlands",1990,"Central Bank/MoF","Neither"
"Netherlands",1991,"Central Bank/MoF","Neither"
"Netherlands",1992,"Central Bank/MoF","Neither"
"Netherlands",1993,"Central Bank/MoF","Neither"
"Netherlands",1994,"Central Bank/MoF","Neither"
"Netherlands",1995,"Central Bank/MoF","Neither"
"Netherlands",1996,"Central Bank/MoF","Neither"
"Netherlands",1997,"Central Bank/MoF","Neither"
"Netherlands",1998,"Central Bank/MoF","Neither"
"Netherlands",1999,"Central Bank/MoF","Neither"
"Netherlands",2000,"Central Bank/MoF","Neither"
"Netherlands",2001,"Central Bank/MoF","Neither"
"Netherlands",2002,"Multiple Specialised","FSA"
"Netherlands",2003,"Multiple Specialised","FSA"
"Netherlands",2004,"Multiple Specialised","FSA"
"Netherlands",2005,"Multiple Specialised","FSA"
"Netherlands",2006,"Multiple Specialised","FSA"
"New Zealand",1987,"Central Bank/Multiple Specialised","SEC"
"New Zealand",1988,"Central Bank/Multiple Specialised","SEC"
"New Zealand",1989,"Central Bank/Multiple Specialised","SEC"
"New Zealand",1990,"Central Bank/Multiple Specialised","SEC"
"New Zealand",1991,"Central Bank/Multiple Specialised","SEC"
"New Zealand",1992,"Central Bank/Multiple Specialised","SEC"
"New Zealand",1993,"Central Bank/Multiple Specialised","SEC"
"New Zealand",1994,"Central Bank/Multiple Specialised","SEC"
"New Zealand",1995,"Central Bank/Multiple Specialised","SEC"
"New Zealand",1996,"Central Bank/Multiple Specialised","SEC"
"New Zealand",1997,"Central Bank/Multiple Specialised","SEC"
"New Zealand",1998,"Central Bank/Multiple Specialised","SEC"
"New Zealand",1999,"Central Bank/Multiple Specialised","SEC"
"New Zealand",2000,"Central Bank/Multiple Specialised","SEC"
"New Zealand",2001,"Central Bank/Multiple Specialised","SEC"
"New Zealand",2002,"Central Bank/Multiple Specialised","SEC"
"New Zealand",2003,"Central Bank/Multiple Specialised","SEC"
"New Zealand",2004,"Central Bank/Multiple Specialised","SEC"
"New Zealand",2005,"Central Bank/Multiple Specialised","SEC"
"New Zealand",2006,"Central Bank/Multiple Specialised","SEC"
"Nicaragua",1987,"Single Specialised","Neither"
"Nicaragua",1988,"Single Specialised","Neither"
"Nicaragua",1989,"Single Specialised","Neither"
"Nicaragua",1990,"Single Specialised","Neither"
"Nicaragua",1991,"Single Specialised","Neither"
"Nicaragua",1992,"Single Specialised","Neither"
"Nicaragua",1993,"Single Specialised","Neither"
"Nicaragua",1994,"Single Specialised","Neither"
"Nicaragua",1995,"Single Specialised","Neither"
"Nicaragua",1996,"Single Specialised","Neither"
"Nicaragua",1997,"Single Specialised","Neither"
"Nicaragua",1998,"Single Specialised","Neither"
"Nicaragua",1999,"Single Specialised","Neither"
"Nicaragua",2000,"Single Specialised","Neither"
"Nicaragua",2001,"Single Specialised","Neither"
"Nicaragua",2002,"Single Specialised","Neither"
"Nicaragua",2003,"Single Specialised","Neither"
"Nicaragua",2004,"Single Specialised","Neither"
"Nicaragua",2005,"Single Specialised","Neither"
"Nicaragua",2006,"Single Specialised","Neither"
"Nigeria",1987,"Central Bank/Multiple Specialised","SEC"
"Nigeria",1988,"Central Bank/Multiple Specialised","SEC"
"Nigeria",1989,"Central Bank/Multiple Specialised","SEC"
"Nigeria",1990,"Central Bank/Multiple Specialised","SEC"
"Nigeria",1991,"Central Bank/Multiple Specialised","SEC"
"Nigeria",1992,"Central Bank/Multiple Specialised","SEC"
"Nigeria",1993,"Central Bank/Multiple Specialised","SEC"
"Nigeria",1994,"Central Bank/Multiple Specialised","SEC"
"Nigeria",1995,"Central Bank/Multiple Specialised","SEC"
"Nigeria",1996,"Central Bank/Multiple Specialised","SEC"
"Nigeria",1997,"Central Bank/Multiple Specialised","SEC"
"Nigeria",1998,"Central Bank/Multiple Specialised","SEC"
"Nigeria",1999,"Central Bank/Multiple Specialised","SEC"
"Nigeria",2000,"Central Bank/Multiple Specialised","SEC"
"Nigeria",2001,"Central Bank/Multiple Specialised","SEC"
"Nigeria",2002,"Central Bank/Multiple Specialised","SEC"
"Nigeria",2003,"Central Bank/Multiple Specialised","SEC"
"Nigeria",2004,"Central Bank/Multiple Specialised","SEC"
"Nigeria",2005,"Central Bank/Multiple Specialised","SEC"
"Nigeria",2006,"Central Bank/Multiple Specialised","SEC"
"Norway",1987,"Multiple Specialised","Neither"
"Norway",1988,"Multiple Specialised","Neither"
"Norway",1989,"Multiple Specialised","Neither"
"Norway",1990,"Multiple Specialised","Neither"
"Norway",1991,"Multiple Specialised","Neither"
"Norway",1992,"Multiple Specialised","Neither"
"Norway",1993,"Multiple Specialised","Neither"
"Norway",1994,"Multiple Specialised","Neither"
"Norway",1995,"Multiple Specialised","Neither"
"Norway",1996,"Multiple Specialised","Neither"
"Norway",1997,"Multiple Specialised","Neither"
"Norway",1998,"Multiple Specialised","Neither"
"Norway",1999,"Multiple Specialised","Neither"
"Norway",2000,"Multiple Specialised","Neither"
"Norway",2001,"Multiple Specialised","Neither"
"Norway",2002,"Multiple Specialised","Neither"
"Norway",2003,"Single Specialised","FSA"
"Norway",2004,"Single Specialised","FSA"
"Norway",2005,"Single Specialised","FSA"
"Norway",2006,"Single Specialised","FSA"
"Oman",1988,"Central Bank/Multiple Specialised","Neither"
"Oman",1989,"Central Bank/Multiple Specialised","Neither"
"Oman",1990,"Central Bank/Multiple Specialised","Neither"
"Oman",1991,"Central Bank/Multiple Specialised","Neither"
"Oman",1992,"Central Bank/Multiple Specialised","Neither"
"Oman",1993,"Central Bank/Multiple Specialised","Neither"
"Oman",1994,"Central Bank/Multiple Specialised","Neither"
"Oman",1995,"Central Bank/Multiple Specialised","Neither"
"Oman",1996,"Central Bank/Multiple Specialised","Neither"
"Oman",1997,"Central Bank/Multiple Specialised","Neither"
"Oman",1998,"Central Bank/Multiple Specialised","Neither"
"Oman",1999,"Central Bank/Multiple Specialised","Neither"
"Oman",2000,"Central Bank/Multiple Specialised","Neither"
"Oman",2001,"Central Bank/Multiple Specialised","Neither"
"Oman",2002,"Central Bank/Multiple Specialised","Neither"
"Oman",2003,"Central Bank/Multiple Specialised","Neither"
"Oman",2004,"Central Bank/Multiple Specialised","Neither"
"Oman",2005,"Central Bank/Multiple Specialised","Neither"
"Oman",2006,"Central Bank/Multiple Specialised","Neither"
"Peru",1987,"Multiple Specialised","Neither"
"Peru",1988,"Multiple Specialised","Neither"
"Peru",1989,"Multiple Specialised","Neither"
"Peru",1990,"Multiple Specialised","Neither"
"Peru",1991,"Multiple Specialised","Neither"
"Peru",1992,"Multiple Specialised","Neither"
"Peru",1993,"Multiple Specialised","Neither"
"Peru",1994,"Multiple Specialised","Neither"
"Peru",1995,"Multiple Specialised","Neither"
"Peru",1996,"Multiple Specialised","Neither"
"Peru",1997,"Multiple Specialised","Neither"
"Peru",1998,"Multiple Specialised","Neither"
"Peru",1999,"Multiple Specialised","Neither"
"Peru",2000,"Multiple Specialised","Neither"
"Peru",2001,"Multiple Specialised","Neither"
"Peru",2002,"Multiple Specialised","Neither"
"Peru",2003,"Multiple Specialised","Neither"
"Peru",2004,"Multiple Specialised","Neither"
"Peru",2005,"Multiple Specialised","Neither"
"Peru",2006,"Multiple Specialised","Neither"
"Philippines",1987,"Central Bank/Multiple Specialised","SEC"
"Philippines",1988,"Central Bank/Multiple Specialised","SEC"
"Philippines",1989,"Central Bank/Multiple Specialised","SEC"
"Philippines",1990,"Central Bank/Multiple Specialised","SEC"
"Philippines",1991,"Central Bank/Multiple Specialised","SEC"
"Philippines",1992,"Central Bank/Multiple Specialised","SEC"
"Philippines",1993,"Central Bank/Multiple Specialised","SEC"
"Philippines",1994,"Central Bank/Multiple Specialised","SEC"
"Philippines",1995,"Central Bank/Multiple Specialised","SEC"
"Philippines",1996,"Central Bank/Multiple Specialised","SEC"
"Philippines",1997,"Central Bank/Multiple Specialised","SEC"
"Philippines",1998,"Central Bank/Multiple Specialised","SEC"
"Philippines",1999,"Central Bank/Multiple Specialised","SEC"
"Philippines",2000,"Central Bank/Multiple Specialised","SEC"
"Philippines",2001,"Central Bank/Multiple Specialised","SEC"
"Philippines",2002,"Central Bank/Multiple Specialised","SEC"
"Philippines",2003,"Central Bank/Multiple Specialised","SEC"
"Philippines",2004,"Central Bank/Multiple Specialised","SEC"
"Philippines",2005,"Central Bank/Multiple Specialised","SEC"
"Philippines",2006,"Central Bank/Multiple Specialised","SEC"
"Poland",1991,"Central Bank/Multiple Specialised","SEC"
"Poland",1992,"Central Bank/Multiple Specialised","SEC"
"Poland",1993,"Central Bank/Multiple Specialised","SEC"
"Poland",1994,"Central Bank/Multiple Specialised","SEC"
"Poland",1995,"Central Bank/Multiple Specialised","SEC"
